TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
diamond.view.estimation.FoldabilityScreen,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,134,0.3,2,16,71,150229,1543942648513,0.49557522123893805,11111111111111111111111111100011111111110001000111111100000000000000000000000000000000000000000001111111111100000,0.37254901960784315,111110111111111110100100001000000000000000000000000,1.0,111,0,0,3,1,0.5174418604651163,0000000000000000000000111111111111111111111111111111110111111111111111111111111111110111111111111111111111110000000000000000000000000000000000000000000000000000100000001111,1.0,,1.0,11111111111,1.0,11111111111,0.37254901960784315,111110111111111110100010001000000000000000000000000
